    Subject           Activity tBodyAcc-mean()-X tBodyAcc-mean()-Y tBodyAcc-mean()-Z
97             -0.11065605            -0.04389695           -0.038882592      -0.1444046718
98             -0.12826667            -0.02077497           -0.013723762       0.1401082041
99             -0.10862038            -0.07405898           -0.061597880       0.1855377069
100            -0.09216146            -0.04345773           -0.052012161      -0.9441979437
101            -0.10071846            -0.04500968           -0.050903618      -0.9434568473
102            -0.10544664            -0.03726774           -0.056617187      -0.9059782502
103            -0.07766928            -0.05525366           -0.051097649      -0.1865146508
104            -0.14448599            -0.03654192           -0.076724250      -0.0009713947
105            -0.04825321            -0.04954155           -0.033921306       0.3204493872
106            -0.09536491            -0.03960688           -0.052414834      -0.9586698363
107            -0.10135879            -0.04385075           -0.052278397      -0.9612076162
108            -0.10226671            -0.04158790           -0.062433456      -0.9553406615
109            -0.11091735            -0.04338768           -0.053298667      -0.2587666941
110            -0.14090829            -0.02962113           -0.035416300      -0.2339903316
111            -0.10390404            -0.05676866           -0.061213693       0.1910797936
112            -0.09572045            -0.04503693           -0.058837127      -0.9618796807
113            -0.10010733            -0.04249822           -0.054433529      -0.9699488251
114            -0.10220957            -0.03477353           -0.057679044      -0.9618346349
115            -0.10995924            -0.03792513           -0.051380717      -0.1511514877
116            -0.14265540            -0.04144963           -0.022348209      -0.0128062277
117            -0.10777003            -0.03817024           -0.058251885       0.1489511035
118            -0.09424770            -0.04111342           -0.051090324      -0.9727473464
119            -0.10128917            -0.04045188           -0.054633133      -0.9776359814
120            -0.10204976            -0.03619611           -0.060492705      -0.9530214111
121            -0.08323533            -0.03071284           -0.060309196       0.0648173439
122            -0.10180630            -0.03462885           -0.053354588       0.0173811935
123            -0.03374296            -0.03946126           -0.054556556       0.6446043251
124            -0.10098613            -0.04251702           -0.059080168      -0.9620740656
125            -0.09904679            -0.04229185           -0.052376987      -0.9605056836
126            -0.09560183            -0.03714766           -0.059916148      -0.9662608069
127            -0.08687677            -0.05156503           -0.062119210      -0.1234556615
128            -0.14435149            -0.01320228           -0.006940664      -0.0810453188
129            -0.07264618            -0.07359522           -0.078843647       0.2457716990
130            -0.10111478            -0.03914834           -0.052640988      -0.9747349994
131            -0.10319980            -0.04043008           -0.053821174      -0.9587742981
132            -0.09641184            -0.03462751           -0.060139866      -0.9525965832
133            -0.13297756            -0.03219107           -0.056981246       0.0722419122
134            -0.14845008            -0.03813126           -0.067457055       0.2102826083
135            -0.09017445            -0.03551714           -0.048146016       0.3309992219
136            -0.09864932            -0.04234098           -0.051719399      -0.9421673539
137            -0.09750135            -0.04209987           -0.051317925      -0.9548076613
138            -0.10020393            -0.03760873           -0.070272357      -0.9349937993
139            -0.05781282            -0.05167048           -0.090300252      -0.0988770198
140            -0.10991309            -0.05239438           -0.092499853      -0.0117536874
141            -0.11772582            -0.03528916           -0.029325502       0.1272111377
142            -0.09674222            -0.04346026           -0.048556109      -0.9440807729
143            -0.09814811            -0.04167742           -0.054822628      -0.9572122671
144            -0.10202492            -0.03724498           -0.062199163      -0.9629591968
145            -0.10237727            -0.03989865           -0.051269622      -0.4052894300
146            -0.12648116            -0.02814530           -0.054045222      -0.3057721991
147            -0.12795245            -0.04152033           -0.064207812      -0.2201085946
    tGravityAccMag-mean() tBodyAccJerkMag-mean() tBodyGyroMag-mean() tBodyGyroJerkMag-mean()
1           -0.2904075937           -0.281424154        -0.446549093             -0.54791195
2           -0.1073226795           -0.321268911        -0.219713473             -0.57281644
3            0.0899511205            0.005655163        -0.162188587             -0.41087267
4           -0.9678936239           -0.986774713        -0.946035087             -0.99108149
5           -0.9658751813           -0.980489077        -0.963466342             -0.98395190
6           -0.9774354852           -0.987741696        -0.950011570             -0.99176707
7           -0.3120505742           -0.366700880        -0.497792201             -0.68130404
8           -0.1537039354           -0.400922255        -0.299779408             -0.68697837
9           -0.0491616727           -0.228851414        -0.346606293             -0.59284301
10          -0.9356948200           -0.970132284        -0.926063314             -0.98049046
11          -0.9064780518           -0.963370738        -0.900982101             -0.96761407
12          -0.9545576031           -0.970095772        -0.930236463             -0.98506850
13          -0.0980840496           -0.203733616        -0.294542267             -0.51025400
14          -0.2607275814           -0.440667540        -0.083323449             -0.67284056
15           0.1458863579           -0.162376089        -0.168921401             -0.46902843
16          -0.8933617176           -0.964383757        -0.903235537             -0.97336414
17          -0.9451674824           -0.969524579        -0.921030223             -0.96982404
18          -0.9308684376           -0.963374549        -0.907125100             -0.96452482
19          -0.1274009121           -0.132624992        -0.156458730             -0.44036364
20          -0.0266623295           -0.262038042         0.043857385             -0.52346297
21           0.2508437694            0.050701023        -0.023846804             -0.40185431
22          -0.9607571996           -0.988054238        -0.944202044             -0.99370749
23          -0.9519889080           -0.965163818        -0.929787260             -0.97163766
24          -0.9567818197           -0.976234435        -0.937590999             -0.97083085
25          -0.1022045504           -0.144064923        -0.355930365             -0.51749378
26          -0.2291839271           -0.432469301        -0.316561586             -0.67497213
27           0.0183139430           -0.107091020        -0.213351511             -0.44283108
28          -0.9521766214           -0.974734490        -0.941907241             -0.98039234
29          -0.9414599351           -0.968790683        -0.888101373             -0.96928997
30          -0.9482046755           -0.969843834        -0.930840594             -0.97106777
31          -0.1356438678           -0.133205035        -0.218669558             -0.30350821
32          -0.1011535017           -0.456190454        -0.237182958             -0.63196490
33          -0.0294634300           -0.127926052        -0.102114481             -0.32355244
34          -0.9576905637           -0.989497839        -0.951142644             -0.99260430
35          -0.9715642432           -0.986800028        -0.957825372             -0.98363763
36          -0.9605177682           -0.985467854        -0.944303112             -0.98544626
37          -0.2879080780           -0.379269262        -0.500471148             -0.63648590
38          -0.2791463128           -0.601463948        -0.369108600             -0.78165269
39          -0.2935319736           -0.466516044        -0.381022815             -0.70166307
40          -0.9836741518           -0.989869575        -0.977634992             -0.99487344
41          -0.9726074953           -0.985965294        -0.963006793             -0.98868595
42          -0.9864562415           -0.988321540        -0.980740847             -0.99309512
43           0.0394022806           -0.042935930         0.068627515             -0.19489325
44           0.0087250246           -0.255611242         0.022330254             -0.37192842
45           0.2218515879           -0.061269984         0.093841944             -0.26818342
46          -0.9527380430           -0.978774578        -0.939574436             -0.98301028
47          -0.9224068574           -0.956624899        -0.883675029             -0.94793650
48          -0.9607431262           -0.984670074        -0.960447373             -0.98674950
49          -0.2999836140           -0.399722201        -0.403064157             -0.50782475
50          -0.2264028220           -0.488487621        -0.334435840             -0.65875163
51          -0.0737699163           -0.263106945        -0.304965806             -0.49715224
52          -0.9689791565           -0.985555822        -0.964633252             -0.99130642
53          -0.9500610177           -0.977620954        -0.954518594             -0.98238727
54          -0.9718540425           -0.985529271        -0.953791513             -0.98278087
55          -0.1369711766           -0.141428809        -0.160979553             -0.29870368
56          -0.1299276307           -0.466503446        -0.126735590             -0.59488287
57           0.0271882914           -0.089447481        -0.075741254             -0.29546384
58          -0.9485367862           -0.987364196        -0.930892490             -0.99197634
59          -0.9842782074           -0.992367791        -0.976493793             -0.99496679
60          -0.8419291525           -0.954396265        -0.874759548             -0.96346103
61          -0.2546903333           -0.280009317        -0.466411754             -0.56613522
62          -0.1840148950           -0.436901159        -0.347321812             -0.65886140
63          -0.0628126118           -0.205239247        -0.215294501             -0.50856758
64          -0.8953833502           -0.969080753        -0.919354372             -0.97799805
65          -0.9254308190           -0.959303840        -0.892089349             -0.96233934
66          -0.9727913461           -0.979484593        -0.951564751             -0.98671363
67          -0.1583386744           -0.288333024        -0.355933084             -0.44453249
68           0.0435562022           -0.247403477        -0.235516929             -0.47348817
69           0.2111388536           -0.063752856        -0.218029835             -0.39719562
70          -0.9379783225           -0.969320156        -0.934301647             -0.97384829
71          -0.9061047011           -0.956863566        -0.900671631             -0.95840590
72          -0.9667778829           -0.980141254        -0.946938301             -0.98641942
73          -0.1668407136           -0.195117026        -0.281207841             -0.32129048
74           0.0177790974           -0.207379799        -0.129121244             -0.34289537
75           0.3337547315            0.103845072         0.014267782             -0.08293669
76          -0.9495435313           -0.962733502        -0.932703812             -0.96292923
77          -0.9450228765           -0.967102436        -0.939404744             -0.96340622
78          -0.9188788508           -0.954750505        -0.908980175             -0.95564574
79          -0.0978090439           -0.192948900        -0.305959351             -0.30002278
80          -0.1980744380           -0.458695232        -0.239099166             -0.66196977
81           0.0198795286           -0.170319619        -0.188740819             -0.39922996
82          -0.9184321071           -0.976559676        -0.897870535             -0.98166512
83          -0.9427246592           -0.973381306        -0.943425565             -0.97737708
84          -0.9363920238           -0.980127240        -0.915793635             -0.98300883
85           0.0516786278           -0.066832243        -0.003102438             -0.33912927
86           0.1210266292           -0.141494613         0.166447991             -0.40066401
87           0.1765993118            0.262628490         0.099342974             -0.12618914
88          -0.9521397043           -0.986061512        -0.932682243             -0.99180743
89          -0.9537628841           -0.984920798        -0.952848497             -0.98758059
90          -0.9353086339           -0.973147490        -0.924253349             -0.97843819
91          -0.2883234720           -0.402333202        -0.421801674             -0.63073271
92          -0.1325946238           -0.509587701        -0.255048337             -0.75731481
93           0.1262276573           -0.198206140        -0.197883360             -0.59929476
94          -0.9619707638           -0.979355635        -0.951884472             -0.98951903
95          -0.9848538366           -0.989242377        -0.979978011             -0.99342818
96          -0.9806211802           -0.983330628        -0.952523752             -0.99064125
97          -0.1444046718           -0.377293155        -0.137208742             -0.51989505
98           0.1401082041           -0.283663836         0.365779419             -0.39992195
99           0.1855377069            0.035360138         0.166340012             -0.27512088
100         -0.9441979437           -0.976521006        -0.942756369             -0.98831761
101         -0.9434568473           -0.972965788        -0.943530017             -0.97487333
102         -0.9059782502           -0.972576393        -0.904665418             -0.97562118
103         -0.1865146508           -0.320129323        -0.243711124             -0.54397950
104         -0.0009713947           -0.316050382        -0.201217274             -0.66363712
105          0.3204493872           -0.037266607        -0.121686321             -0.50946665
106         -0.9586698363           -0.986107839        -0.957331628             -0.99218889
107         -0.9612076162           -0.981495126        -0.946961381             -0.98440708
108         -0.9553406615           -0.979890228        -0.944605127             -0.98323503
109         -0.2587666941           -0.363144484        -0.485931933             -0.67154183
110         -0.2339903316           -0.483219050        -0.308260568             -0.73770516
111          0.1910797936           -0.165908811        -0.309820427             -0.59089664
112         -0.9618796807           -0.987472699        -0.946417382             -0.99244461
113         -0.9699488251           -0.989205232        -0.972528178             -0.99284858
114         -0.9618346349           -0.988349657        -0.951777100             -0.99083953
115         -0.1511514877           -0.301093269        -0.335009837             -0.51716744
116         -0.0128062277           -0.357233898        -0.235191249             -0.63736749
117          0.1489511035           -0.221631694        -0.232641763             -0.54032579
118         -0.9727473464           -0.992814715        -0.967177744             -0.99633479
119         -0.9776359814           -0.991742754        -0.978184577             -0.99367297
120         -0.9530214111           -0.981607628        -0.960733122             -0.98554241
121          0.0648173439            0.109450990         0.100045071             -0.16469998
122          0.0173811935           -0.114189606        -0.061615771             -0.37279053
123          0.6446043251            0.434490401         0.418004609              0.08758166
124         -0.9620740656           -0.986423976        -0.942229044             -0.98945032
125         -0.9605056836           -0.983068924        -0.941745041             -0.98580164
126         -0.9662608069           -0.984784340        -0.953263433             -0.98534250
127         -0.1234556615           -0.148138992        -0.284775645             -0.42693073
128         -0.0810453188           -0.355047694        -0.168982721             -0.57793564
129          0.2457716990           -0.080224180        -0.184850020             -0.45282868
130         -0.9747349994           -0.985947225        -0.964971114             -0.99030735
131         -0.9587742981           -0.974765162        -0.949837152             -0.97685708
132         -0.9525965832           -0.982800331        -0.949278890             -0.98591591
133          0.0722419122            0.022919967        -0.210608044             -0.46199953
134          0.2102826083           -0.095784034        -0.128031924             -0.56811187
135          0.3309992219           -0.017978463        -0.161333310             -0.45957967
136         -0.9421673539           -0.979303714        -0.942077433             -0.98547603
137         -0.9548076613           -0.975876007        -0.931624304             -0.97860353
138         -0.9349937993           -0.971169779        -0.926616373             -0.98171694
139         -0.0988770198           -0.067081966        -0.012096826              0.01153054
140         -0.0117536874           -0.311143885        -0.156527149             -0.50436715
141          0.1272111377            0.112982476         0.039091548             -0.04631178
142         -0.9440807729           -0.982375503        -0.936593427             -0.98651407
143         -0.9572122671           -0.978671485        -0.938430293             -0.97639925
144         -0.9629591968           -0.987010197        -0.949418001             -0.98455748
145         -0.4052894300           -0.538291425        -0.394362401             -0.67846607
146         -0.3057721991           -0.679160844        -0.318634700             -0.77710603
147         -0.2201085946           -0.500483331        -0.216082566             -0.66471363
    fBodyAcc-mean()-X fBodyAcc-mean()-Y fBodyAcc-mean()-Z fBodyAccJerk-mean()-X fBodyAccJerk-mean()-Y
1         -0.34604816      -0.021904810       -0.45380637          -0.304615323          -0.078764084
2         -0.26672093       0.009924459       -0.28100199          -0.258639440          -0.187842132
3          0.11284116       0.278345042       -0.13129077           0.138120681           0.096209161
4         -0.98580384      -0.957343498       -0.97016217          -0.987848794          -0.977139703
5         -0.98394674      -0.959871697       -0.96247120          -0.980973242          -0.970851338
6         -0.97672506      -0.979800878       -0.98438098          -0.985813631          -0.982768250
7         -0.42671945      -0.149399633       -0.63100547          -0.358883414          -0.279553392
8         -0.29448827      -0.117109161       -0.52465572          -0.418304647          -0.297805187
9         -0.07223923      -0.129606639       -0.49468345          -0.161632908          -0.172941629
10        -0.97746250      -0.905782932       -0.95178374          -0.976845713          -0.944298391
11        -0.97349755      -0.889549205       -0.93164342          -0.972310894          -0.937624242
12        -0.95880208      -0.938883374       -0.96750428          -0.978542457          -0.943969987
13        -0.29471116      -0.257677616       -0.25080626          -0.314265401          -0.367706595
14        -0.34273595      -0.405022798       -0.38471042          -0.402044750          -0.608498592
15         0.10312851      -0.183120455       -0.10370582          -0.064535434          -0.313643042
16        -0.95941359      -0.911683219       -0.89220134          -0.965596240          -0.958007391
17        -0.97166269      -0.944849432       -0.94168687          -0.971313769          -0.962624299
18        -0.94686549      -0.934366598       -0.94591900          -0.964304065          -0.964082806
19        -0.11419000       0.053391191       -0.41218272          -0.107941107           0.030905202
20        -0.13941079      -0.039068822       -0.30120641          -0.201214322          -0.206872839
21         0.21566527       0.009046604       -0.15772836           0.181419131          -0.119504296
22        -0.98494314      -0.940450200       -0.97464465          -0.989365014          -0.980962856
23        -0.97009981      -0.923378745       -0.95527238          -0.963565166          -0.942187760
24        -0.96918421      -0.954341849       -0.96430085          -0.979014669          -0.968039174
25        -0.05435764      -0.071302455       -0.42232530          -0.081619795          -0.141374071
26        -0.32144793      -0.168341520       -0.56084121          -0.385843754          -0.333077591
27         0.02350493       0.150510001       -0.40212122          -0.007014723           0.006394069
28        -0.97966614      -0.942768017       -0.95462663          -0.977109887          -0.964236191
29        -0.97646947      -0.932775678       -0.94717820          -0.971971634          -0.953291780
30        -0.95624849      -0.951265971       -0.95472480          -0.968742759          -0.963223332
31        -0.33503012       0.095515067       -0.24685151          -0.290460802          -0.043919514
32        -0.38246074      -0.063656477       -0.40478524          -0.506212136          -0.368996179
33        -0.07266027      -0.036453525       -0.15117872          -0.114851556          -0.207812348
34        -0.99013548      -0.959673916       -0.95618306          -0.992678213          -0.983914102
35        -0.98942597      -0.959427618       -0.97756730          -0.988198277          -0.977752775
36        -0.97471692      -0.965843757       -0.96629558          -0.985199684          -0.980375137
37        -0.37147516      -0.243606271       -0.48977105          -0.414797154          -0.361908549
38        -0.46509726      -0.363450743       -0.52272838          -0.589410590          -0.579650286
39        -0.35008679      -0.309049614       -0.50582436          -0.412728287          -0.465982666
40        -0.99314492      -0.976538530       -0.98299644          -0.991924710          -0.983642392
41        -0.99040992      -0.961239135       -0.97577281          -0.989544971          -0.975243690
42        -0.98517997      -0.984909885       -0.98860691          -0.986404709          -0.985865325
43        -0.14740427       0.403465951       -0.27221386          -0.138717234           0.157933952
44        -0.14043907      -0.029383244       -0.31843152          -0.256162265          -0.312161099
45        -0.03433100       0.524187687       -0.18809881          -0.199360431           0.205829017
46        -0.98120306      -0.945198619       -0.94759746          -0.982243603          -0.971158288
47        -0.96193273      -0.898194212       -0.92998582          -0.959710489          -0.935717554
48        -0.96572878      -0.965595958       -0.97639265          -0.983889985          -0.977220708
49        -0.49241980      -0.203193741       -0.34449301          -0.509628169          -0.352829307
50        -0.39579055      -0.252412542       -0.31279221          -0.515644617          -0.527604244
51        -0.22232429      -0.086182975       -0.17382508          -0.376175795          -0.225824357
52        -0.98952951      -0.962773200       -0.96699178          -0.988857403          -0.979228238
53        -0.98418363      -0.948970158       -0.95381760          -0.981161641          -0.967720592
54        -0.97589369      -0.980830362       -0.97663482          -0.985998547          -0.982140614
55        -0.20279431       0.089712726       -0.33156012          -0.170546965          -0.035225524
56        -0.40432178      -0.190976721       -0.43334970          -0.479875246          -0.413444588
57         0.03822918       0.001549908       -0.22557447          -0.027663868          -0.128667158
58        -0.97964124      -0.944084550       -0.95918489          -0.986597023          -0.981579467
59        -0.99524993      -0.977070848       -0.98529710          -0.994630797          -0.985418705
60        -0.93909905      -0.867065205       -0.88266688          -0.957073884          -0.922462610
61        -0.31661401      -0.081302435       -0.41237407          -0.304694443          -0.140508590
62        -0.39200421      -0.078809416       -0.50449453          -0.478434306          -0.283772547
63        -0.04217069      -0.007700483       -0.40445241          -0.090670713          -0.135938543
64        -0.97015444      -0.891907751       -0.91798793          -0.974950363          -0.954170151
65        -0.96012341      -0.908075354       -0.93950774          -0.957666857          -0.943497974
66        -0.98066561      -0.961169983       -0.96833214          -0.980513202          -0.968752114
67        -0.28778261       0.009460378       -0.49025109          -0.344954806          -0.181055554
68        -0.16148534       0.072890316       -0.45747068          -0.289725470          -0.196817921
69         0.09843201       0.079228069       -0.37474009          -0.036801215          -0.056803296
70        -0.97745081      -0.921434736       -0.94606422          -0.976024951          -0.954237490
71        -0.96450092      -0.890796361       -0.91508380          -0.963059235          -0.931370209
72        -0.96874168      -0.965419521       -0.97700772          -0.982689657          -0.965328566
73        -0.18793432       0.140781622       -0.49852016          -0.150942918          -0.075374232
74        -0.13107537       0.097803510       -0.42724810          -0.244812770          -0.122991594
75         0.32830851       0.339771174       -0.27760259           0.136554991           0.137202452
76        -0.97535145      -0.928264365       -0.93579812          -0.971037480          -0.947070821
77        -0.97710029      -0.930336472       -0.94286402          -0.973480539          -0.951405465
78        -0.93911425      -0.923706791       -0.93804491          -0.967072437          -0.936043420
79        -0.34304841      -0.064156420        0.03858323          -0.383715798          -0.123192887
80        -0.33619943      -0.381590523       -0.31746102          -0.454647882          -0.537075670
81         0.04434283      -0.145302311       -0.13921622          -0.030522669          -0.316236510
82        -0.97269713      -0.931490634       -0.90467534          -0.982037244          -0.969423613
83        -0.97668183      -0.941883784       -0.93855052          -0.976323086          -0.967165093
84        -0.95342425      -0.942193954       -0.95861164          -0.980393047          -0.972531649
85        -0.24738901       0.316982393       -0.23863459          -0.311198711           0.079683287
86        -0.16641107       0.263431400       -0.07294969          -0.200277249          -0.025795259
87         0.13659020       0.388412780        0.15958976           0.214841403           0.220639688
88        -0.98114291      -0.944219718       -0.95943628          -0.984977271          -0.980221105
89        -0.98821986      -0.950049100       -0.95036294          -0.989029239          -0.976177675
90        -0.95353856      -0.951816664       -0.94426951          -0.973110596          -0.975877437
91        -0.39653373      -0.083047844       -0.61640291          -0.453265269          -0.241801726
92        -0.35534890      -0.254645207       -0.55174208          -0.495927372          -0.455317917
93         0.03519372       0.024750813       -0.37762476          -0.120463005          -0.177479240
94        -0.98148145      -0.934503183       -0.97285511          -0.980831750          -0.967454618
95        -0.99380805      -0.968703073       -0.98766979          -0.992385451          -0.979287024
96        -0.98380137      -0.971403935       -0.97357681          -0.984884874          -0.973882497
97        -0.42149817      -0.174601845       -0.17736643          -0.472360617          -0.376766601
98        -0.32350844       0.016393923        0.19169374          -0.383497147          -0.347606640
99         0.02125416       0.371482470        0.28073595          -0.033782046           0.164775056
100       -0.97645661      -0.932644766       -0.94412608          -0.981566649          -0.968951770
101       -0.97269956      -0.942178248       -0.94242203          -0.978181640          -0.967249905
102       -0.93393618      -0.930366906       -0.92788231          -0.972010709          -0.969342124
103       -0.31744092       0.111321097       -0.55494214          -0.390821985          -0.066937806
104       -0.07463284      -0.101935433       -0.53959108          -0.237053073          -0.338102217
105        0.23530983       0.167518100       -0.25981220           0.061968749          -0.026976942
106       -0.98661961      -0.938926431       -0.96322700          -0.988106102          -0.978159013
107       -0.98672500      -0.943348789       -0.96547351          -0.985353493          -0.967884709
108       -0.97401618      -0.962461124       -0.95156595          -0.981329999          -0.970833222
109       -0.39479043      -0.321500668       -0.24436305          -0.441406183          -0.454270822
110       -0.47498401      -0.268063813       -0.33585304          -0.546088863          -0.468605205
111        0.03682635      -0.134598353       -0.04769426          -0.155444883          -0.289957855
112       -0.98704383      -0.961456686       -0.95955223          -0.990964251          -0.981752167
113       -0.98942767      -0.969314015       -0.96999950          -0.991038639          -0.982425404
114       -0.98021319      -0.963635575       -0.97458007          -0.988580046          -0.984752927
115       -0.36099167      -0.065026762       -0.38283280          -0.423446095          -0.194232722
116       -0.13975222      -0.117519736       -0.39992349          -0.360272226          -0.377051929
117       -0.02262392      -0.130272515       -0.31808186          -0.215092049          -0.351268404
118       -0.99396938      -0.969927989       -0.97484160          -0.994542621          -0.988327420
119       -0.99092753      -0.974170569       -0.98023158          -0.992129226          -0.986278342
120       -0.97435928      -0.954648102       -0.96540609          -0.981472069          -0.977212388
121       -0.02998157       0.169258576       -0.10442336           0.033638100           0.010731870
122       -0.15687949       0.111818164       -0.21964447          -0.205322646          -0.073928372
123        0.53701202       0.494457802        0.11065922           0.474317256           0.276716853
124       -0.97923803      -0.960763182       -0.96633509          -0.986775590          -0.979141572
125       -0.98735205      -0.952872872       -0.96854335          -0.985039596          -0.970011346
126       -0.97453373      -0.972798824       -0.98534045          -0.983478562          -0.974878271
127       -0.27349616       0.033846581       -0.30030907          -0.200442011          -0.112564739
128       -0.31916934       0.022159866       -0.32171297          -0.436839580          -0.205067301
129        0.10432353       0.181138043       -0.07697131          -0.037789471          -0.107306348
130       -0.99061023      -0.968060947       -0.97085934          -0.989759187          -0.979180439
131       -0.97832769      -0.949694904       -0.96027414          -0.976803011          -0.964503016
132       -0.96823438      -0.960069247       -0.96177219          -0.984188841          -0.972039417
133       -0.09949286       0.145367520       -0.25521651          -0.036704708           0.159995614
134       -0.05539965       0.130686539       -0.22801995          -0.038244979          -0.075182928
135        0.19534841       0.225766561       -0.32279565           0.038336420          -0.003091553
136       -0.97850537      -0.939546008       -0.94663531          -0.980944506          -0.963129473
137       -0.98037391      -0.929161388       -0.95710179          -0.974969215          -0.952141454
138       -0.95375854      -0.925524703       -0.95421924          -0.969570327          -0.954833264
139       -0.27540419      -0.072436732        0.08140811          -0.290410455          -0.155488721
140       -0.27260569      -0.076977394       -0.07057749          -0.365642513          -0.326236288
141        0.20542822       0.095943289        0.28051888           0.201542909          -0.072450456
142       -0.98632567      -0.953460406       -0.94203117          -0.984550864          -0.978136218
143       -0.98362720      -0.962831825       -0.94517057          -0.983283252          -0.975176562
144       -0.97003724      -0.982072296       -0.97751521          -0.986204659          -0.988230264
145       -0.60903891      -0.251880271       -0.53356322          -0.625595377          -0.434455200
146       -0.52164984      -0.380150805       -0.54293183          -0.668208156          -0.640849425
147       -0.37224519      -0.196381054       -0.55609709          -0.525789451          -0.415699644
    fBodyAccJerk-mean()-Z fBodyGyro-mean()-X fBodyGyro-mean()-Y fBodyGyro-mean()-Z fBodyAccMag-mean()
1             -0.55495671        -0.42971354        -0.55477211        -0.39665991       -0.324289428
2             -0.52272806        -0.33164358        -0.48808612        -0.24860112       -0.145318539
3             -0.27149872        -0.14577597        -0.36191382        -0.08749447        0.293424827
4             -0.98512905        -0.98262139        -0.98210092        -0.95981482       -0.961273748
5             -0.97977515        -0.96703711        -0.97257615        -0.96062770       -0.964052166
6             -0.98619713        -0.98643114        -0.98332164        -0.96267189       -0.975110196
7             -0.72899160        -0.37338454        -0.68846006        -0.60138113       -0.450804558
8             -0.69010693        -0.37106899        -0.68431020        -0.35076574       -0.276825498
9             -0.58391737        -0.24029889        -0.71754584        -0.31830648       -0.019074335
10            -0.97515491        -0.96058964        -0.96758365        -0.93377689       -0.929002095
11            -0.96864841        -0.90546416        -0.95599295        -0.91528096       -0.917614015
12            -0.97538333        -0.96720374        -0.97218784        -0.96147926       -0.939389701
13            -0.39954125        -0.38367612        -0.43690586        -0.24022251       -0.318801023
14            -0.61512571        -0.31394163        -0.49915920        -0.32769867       -0.372890349
15            -0.29367779        -0.32504289        -0.31251220        -0.25068659        0.222203941
16            -0.95752698        -0.95031524        -0.93969301        -0.94031231       -0.897718197
17            -0.96712920        -0.91697444        -0.95451430        -0.94151034       -0.946330172
18            -0.95590922        -0.93029792        -0.93457966        -0.95981501       -0.926604295
19            -0.46402051        -0.27791378        -0.34520903        -0.10853003       -0.093023742
20            -0.55323067        -0.21852472        -0.23585899        -0.26276337       -0.166866722
21            -0.24067904        -0.21435028        -0.27249571         0.03913668        0.220115703
22            -0.98605677        -0.98647736        -0.98617922        -0.96539547       -0.955281011
23            -0.97224151        -0.92400591        -0.96032380        -0.95091573       -0.940110167
24            -0.97259221        -0.95379391        -0.95467003        -0.96975578       -0.950848109
25            -0.49138617        -0.40197593        -0.46788634        -0.31728248       -0.153116003
26            -0.68792987        -0.42636033        -0.60471132        -0.40608094       -0.290005419
27            -0.45161432        -0.17885617        -0.42063147        -0.21276736        0.148017269
28            -0.97555156        -0.96852899        -0.96372525        -0.95571818       -0.955944253
29            -0.97112253        -0.89029271        -0.94825186        -0.95260195       -0.945217803
30            -0.96714970        -0.95665389        -0.95256172        -0.94567324       -0.943867440
31            -0.34226372        -0.19285647        -0.25621355        -0.27660795       -0.234600866
32            -0.63149643        -0.48211301        -0.49217610        -0.25533895       -0.367522801
33            -0.27613804        -0.31967712        -0.13382889        -0.21290666        0.052879188
34            -0.98526120        -0.98321820        -0.98245605        -0.96838442       -0.956901560
35            -0.98460856        -0.95715411        -0.97291308        -0.97439438       -0.972393559
36            -0.98099460        -0.96946349        -0.96868973        -0.96912688       -0.959535494
37            -0.60114725        -0.60967343        -0.57089815        -0.53815234       -0.424386734
38            -0.73614927        -0.59232371        -0.64981727        -0.50436410       -0.436561064
39            -0.62213590        -0.48923227        -0.64152760        -0.44703070       -0.241973535
40            -0.98868967        -0.98996150        -0.98870270        -0.98302739       -0.984781467
41            -0.98626565        -0.96442893        -0.98356116        -0.97429441       -0.976797646
42            -0.98911687        -0.99243693        -0.98561117        -0.98499929       -0.986788412
43            -0.34599448        -0.09362487         0.03101460        -0.10889250       -0.003533418
44            -0.49275590        -0.37268435        -0.16234139         0.11507664       -0.205009295
45            -0.35622025        -0.06295726        -0.13809795         0.25703784        0.151887747
46            -0.97321146        -0.96991328        -0.96464307        -0.95096336       -0.946913452
47            -0.95274111        -0.88101942        -0.91064914        -0.91140991       -0.921225595
48            -0.98287621        -0.98261940        -0.97312003        -0.97227860       -0.952827071
49            -0.46992022        -0.46829508        -0.47984143        -0.39144792       -0.434618912
50            -0.48339099        -0.50318868        -0.54662098        -0.37218291       -0.322300989
51            -0.25000018        -0.27246921        -0.43347543        -0.39628665       -0.023170163
52            -0.98197130        -0.98567652        -0.98120018        -0.97468689       -0.968905031
53            -0.97417047        -0.95854019        -0.97042649        -0.97013339       -0.960066088
54            -0.98154969        -0.97657056        -0.96611198        -0.98109304       -0.973171068
55            -0.46899922        -0.33903220        -0.10305942        -0.25594094       -0.128623451
56            -0.68547435        -0.49261167        -0.31947461        -0.45359721       -0.352395945
57            -0.28833474        -0.35244963        -0.05570225        -0.03186943        0.096584534
58            -0.98605309        -0.97616146        -0.97583859        -0.95131554       -0.947782923
59            -0.99075217        -0.98638679        -0.98898446        -0.98077312       -0.985356361
60            -0.94806090        -0.85024917        -0.95219149        -0.90930272       -0.861767648
61            -0.51413726        -0.43784576        -0.56152627        -0.41812622       -0.290031535
62            -0.67731453        -0.37821668        -0.63729351        -0.43150336       -0.315866079
